headline,article,date
Over 50 lakh COVID-19 vaccine doses given in Pune; 2nd highest in state,"The Pune district administration has reportedly administered over 50 lakh COVID-19 vaccine doses. Over 19 lakh persons, aged above 45 years, have been administered the first dose, while 7.8 lakh received both doses. In the 18-44 age group, 15.71 lakh received first dose, while 40,764 received both doses. ​Pune is behind only Mumbai, which has administered over 60 lakh doses.","09 Jul 2021,Friday"
More than 200 foreign students get COVID-19 vaccine at Pune University,"The Savitribai Phule Pune University has vaccinated more than 200 foreign students against COVID-19 on Thursday. SPPU Vice-Chancellor Dr Nitin Karmalkar said, ""This is the first time in the country that foreign students are being vaccinated in this manner."" Dr Vijay Khare, Director, International Centre said that the program is establishing cultural ties at the international level.","09 Jul 2021,Friday"
Fully vaccinated people don't need booster shot now: US FDA on Pfizer's 3rd dose,"US Food and Drug Administration and the Centers for Disease Control and Prevention have said that fully vaccinated Americans ""don't need a booster shot at this time"". This comes after Pfizer said it will seek US authorisation for a third COVID-19 vaccine dose in August. Pfizer cited evidence of risk of reinfection six months after inoculation and Delta variant's spread.","09 Jul 2021,Friday"
"Covaxin's Phase-3 trial data looks good, meets benchmarks: WHO Chief Scientist","WHO Chief Scientist Dr Soumya Swaminathan on Thursday said the Phase-3 trial data of Bharat Biotech's COVID-19 vaccine, Covaxin, looks good and the safety profile meets the WHO benchmarks so far. ""The overall efficacy is quite high...efficacy against...Delta variant is low but it's still quite good,"" she told CNBC-TV18. Bharat Biotech has sought WHO's approval for Covaxin's emergency use listing.","09 Jul 2021,Friday"
Vaccination drive suspended in Mumbai today due to vaccine shortage: BMC,"Vaccination drive will remain suspended at civic and government-run vaccination centres in Mumbai on Friday, due to a shortage of COVID-19 vaccines, the BMC has announced. Officials said they are expecting to receive about 1.50 lakh doses on Friday. ""I've spoken to state government officials. We expect more stock in July as compared to June,"" Additional Commissioner Suresh Kakani said.","09 Jul 2021,Friday"
States will get over 12 cr vaccine doses in July: Health Ministry,"The Union Health Ministry on Wednesday said states and Union Territories will receive more than 12 crore doses in July. ""It is clarified that all states/ UTs are being informed...in advance about the doses that will be available during...July...including the supply to private hospitals,"" the statement read. The government issued a statement on doses for the second time this week.","08 Jul 2021,Thursday"
No sign N Korean leader Kim Jong-un got vaccinated: Spy agency,"There is no sign that North Korean leader Kim Jong-un has been vaccinated against coronavirus, South Korea's spy agency said. ""North Korea hasn't yet acquired any coronavirus vaccines,"" South Korean lawmaker Ha Tae-keung, who attended a closed-door briefing by the spy agency, said. Last month, North Korea had informed WHO that it's yet to find a single case of COVID-19. ","08 Jul 2021,Thursday"
"Sanofi, GSK get nod for Phase-3 global trial of its COVID-19 vaccine in India","France's Sanofi and Britain's GlaxoSmithKline (GSK) have received approval from the Drugs Controller General of India for Phase-3 trial of their COVID-19 vaccine, the companies said. The trial is part of a global study which will include 35,000 volunteers, aged 18 and above, across several countries. DCGI's approval marks the first global trial for a foreign COVID-19 vaccine in India.","08 Jul 2021,Thursday"
"Oman indefinitely suspends flights from India, 23 other countries","Oman on Thursday indefinitely suspended passenger flights from 24 countries, including India, Pakistan and Bangladesh, to combat COVID-19 spread in the country. Oman on Wednesday reported 1,675 new cases of coronavirus, bringing the total number of COVID-19 cases in the country to over 2.8 lakh. The country has administered more than 14 lakh doses of coronavirus vaccines so far. ","08 Jul 2021,Thursday"
"4 mn people now lost lives to COVID, still a long way to defeat pandemic: UN chief","United Nations Secretary-General António Guterres on Thursday said four million people have now lost their lives due to COVID-19, adding that this ""painful milestone"" is a reminder of the long way we still have to go to defeat the pandemic. He also said, ""COVID-19 vaccines offer a ray of hope but most of the world is still in the shadows.""","08 Jul 2021,Thursday"
Myanmar's Aung San Suu Kyi vaccinated against COVID-19: Lawyer,"Myanmar's detained leader Aung San Suu Kyi and her staff have been fully vaccinated against COVID-19 since being taken into military custody, her lawyer said on Tuesday. However, it's unclear when the 76-year-old ex-leader received the shots or which vaccine she was given. It comes as Myanmar is battling a surge in cases, with 3,602 new cases reported on Tuesday.","07 Jul 2021,Wednesday"
Pune blood banks face shortage amid lack of blood donation camps,"Blood banks attached to hospitals in Pune are facing a shortage in the absence of blood donation camps and due to the 14 days waiting period after getting the COVID-19 vaccine, doctors said. Dr Poornima Rao, senior consultant at Sahyadri Specialty Hospital's blood bank, said, ""Since a fortnight now, few blood donation drives have been organised...Colleges are shut.""","07 Jul 2021,Wednesday"
"COVID-19 vaccines over in Delhi, no supply from Centre at present: Sisodia","Delhi Deputy CM Manish Sisodia on Tuesday said the capital has run out of COVID-19 vaccines and no supply is coming in from the Centre as of now. ""Vaccinations were carried out at record speed in last two weeks in Delhi,"" Sisodia tweeted. He appealed to Centre to provide vaccines as soon as possible as per the requirement of Delhi.","07 Jul 2021,Wednesday"
Gurugram COVID vaccination centre gets notice over 'pre-filled syringe used' claim,"A private COVID-19 vaccination centre in Gurugram has been served with a show-cause notice after a couple claimed that a pre-filled syringe was injected. ""We saw the nurse...didn't take the vaccine out of the Covishield bottle...put it in the syringe,"" the man said. ""We are not even sure if we have been inoculated with the correct vaccine,"" he added.","07 Jul 2021,Wednesday"
Raj officials go door-to-door to create awareness on COVID-19 vaccination,"Officials in Rajasthan's Jodhpur went door-to-door to convince people to get vaccinated against COVID-19. ""There is a lot of enthusiasm over the state-led and district-led vaccinations efforts but in some areas, resistance is being seen,"" Jodhpur CMO Balwant Manda said. ""Some people think that vaccines can have some sort of adversity. We have to increase awareness,"" he added.","06 Jul 2021,Tuesday"
Shameless PM failed country but his picture found everywhere: Mamata,"West Bengal CM Mamata Banerjee on Tuesday claimed that her government was forced to purchase COVID-19 vaccines on its own as the Centre ""failed"" to do so. She said, ""Our shameless PM has failed the country but his picture is found everywhere, from vaccine certificates to hoardings."" Banerjee added, ""I have seen many prime ministers, but none so shameless."" ","06 Jul 2021,Tuesday"
Gautam Budh Nagar restarts walk-in COVID-19 vaccination for 18+,"Gautam Budh Nagar resumed walk-in registrations at its government vaccination centres from Monday after having suspended them for a week due to a paucity of vaccines. As per officials, the district got around 39,000 more vaccines from the state on Sunday. Out of the total, there are 14,000 Covaxin doses and 25,000 Covishield doses.","06 Jul 2021,Tuesday"
Morepen Laboratories produces 1st test batch of Sputnik V: RDIF,"Indian drug manufacturer Morepen Laboratories has produced the first test batch of Sputnik V COVID-19 vaccine, the Russian Direct Investment Fund (RDIF) has said. The first test batch made by the Morepen in Himachal Pradesh will be shipped for quality controls to Gamaleya Institute, it added. Panacea Biotec had also recently received manufacturing license to produce Sputnik V.","06 Jul 2021,Tuesday"
50% people in Mumbai have taken 1st dose of COVID-19 vaccine: BMC,"According to the BMC, 50% of people of the age group eligible for vaccination have received their first dose of COVID-19 vaccine. There are around 45 lakh people aged 18 years and above who've taken their first dose, while 11.5 lakh people have taken their second dose, BMC said. It claimed that interrupted vaccine supply is hampering the vaccination speed.","06 Jul 2021,Tuesday"
Israel to send 7 lakh expiring vaccine doses to S Korea in swap deal,"Israel will deliver about seven lakh expiring doses of Pfizer-BioNTech COVID-19 vaccine to South Korea this month in a vaccine exchange deal. Under the deal, South Korea will transfer reciprocal number of Pfizer vaccine doses in September and October. Last month, Palestinian Authority called off a similar deal to receive 10 lakh doses, saying vaccines were too close to expiring.","06 Jul 2021,Tuesday"
Japan to send millions more COVID-19 vaccines to its Asian neighbours,"Japan said it'd ship millions of more doses of AstraZeneca COVID-19 vaccine to Asian neighbours this week. Japan will send about 1.1 million more doses to Taiwan on Thursday and further one million doses each to Thailand, Philippines and Vietnam by end of the week, Foreign Minister Toshimitsu Motegi said. Last month, Japan had sent 1.24 million doses to Taiwan. ","06 Jul 2021,Tuesday"
